No	Image	Label
33127	e04-015-02-08.png	two
33128	e04-015-03-00.png	cross
33129	e04-015-03-01.png	pieces
33130	e04-015-03-02.png	and
33131	e04-015-03-03.png	is
33132	e04-015-03-04.png	made
33133	e04-015-03-05.png	of
33134	e04-015-03-06.png	1/2
33135	e04-015-03-07.png	in.
33136	e04-015-03-08.png	plywood
33137	e04-015-04-00.png	glued
33138	e04-015-04-01.png	and
33139	e04-015-04-02.png	panel
33140	e04-015-04-03.png	pinned
33141	e04-015-04-04.png	in
33142	e04-015-04-05.png	position
33143	e04-015-04-06.png	,
33144	e04-015-04-07.png	measurements
33145	e04-015-05-00.png	being
33146	e04-015-05-01.png	taken
33147	e04-015-05-02.png	directly
33148	e04-015-05-03.png	from
33149	e04-015-05-04.png	the
33150	e04-015-05-05.png	work
33151	e04-015-05-06.png	.
33152	e04-015-05-07.png	Fig.
33153	e04-015-05-08.png	4
33154	e04-015-06-00.png	shows
33155	e04-015-06-01.png	the
33156	e04-015-06-02.png	framework
33157	e04-015-06-03.png	for
33158	e04-015-06-04.png	the
33159	e04-015-06-05.png	back
33160	e04-015-06-06.png	which
33161	e04-015-07-00.png	is
33162	e04-015-07-01.png	made
33163	e04-015-07-02.png	from
33164	e04-015-07-03.png	1
33165	e04-015-07-04.png	1/4
33166	e04-015-07-05.png	in.
33167	e04-015-07-06.png	by
33168	e04-015-07-07.png	1/2
33169	e04-015-07-08.png	in.
33170	e04-015-07-09.png	timber
33171	e04-015-07-10.png	.
33172	e04-019-00-00.png	The
33173	e04-019-00-01.png	amount
33174	e04-019-00-02.png	of
33175	e04-019-00-03.png	the
33176	e04-019-00-04.png	backward
33177	e04-019-00-05.png	tilt
33178	e04-019-00-06.png	and
33179	e04-019-01-00.png	also
33180	e04-019-01-01.png	the
33181	e04-019-01-02.png	height
33182	e04-019-01-03.png	is
33183	e04-019-01-04.png	left
33184	e04-019-01-05.png	to
33185	e04-019-01-06.png	personal
33186	e04-019-01-07.png	choice
33187	e04-019-02-00.png	and
33188	e04-019-02-01.png	the
33189	e04-019-02-02.png	width
33190	e04-019-02-03.png	is
33191	e04-019-02-04.png	best
33192	e04-019-02-05.png	taken
33193	e04-019-02-06.png	directly
33194	e04-019-03-00.png	from
33195	e04-019-03-01.png	the
33196	e04-019-03-02.png	work
33197	e04-019-03-03.png	to
33198	e04-019-03-04.png	ensure
33199	e04-019-03-05.png	a
33200	e04-019-03-06.png	good
33201	e04-019-03-07.png	fit
33202	e04-019-03-08.png	.
33203	e04-019-04-00.png	Fix
33204	e04-019-04-01.png	the
33205	e04-019-04-02.png	piece
33206	e04-019-04-03.png	A
33207	e04-019-04-04.png	to
33208	e04-019-04-05.png	the
33209	e04-019-04-06.png	sides
33210	e04-019-04-07.png	first
33211	e04-019-05-00.png	with
33212	e04-019-05-01.png	glue
33213	e04-019-05-02.png	and
33214	e04-019-05-03.png	panel
33215	e04-019-05-04.png	pins
33216	e04-019-05-05.png	and
33217	e04-019-05-06.png	then
33218	e04-019-05-07.png	fit
33219	e04-019-06-00.png	the
33220	e04-019-06-01.png	frame
33221	e04-019-06-02.png	together
33222	e04-019-06-03.png	with
33223	e04-019-06-04.png	the
33224	e04-019-06-05.png	piece
33225	e04-019-07-00.png	B
33226	e04-019-07-01.png	temporarily
33227	e04-019-07-02.png	in
33228	e04-019-07-03.png	place
33229	e04-019-07-04.png	on
33230	e04-019-07-05.png	the
33231	e04-019-07-06.png	chair
33232	e04-022-00-00.png	Decide
33233	e04-022-00-01.png	on
33234	e04-022-00-02.png	the
33235	e04-022-00-03.png	required
33236	e04-022-00-04.png	angle
33237	e04-022-00-05.png	of
33238	e04-022-00-06.png	slope
33239	e04-022-00-07.png	,
33240	e04-022-01-00.png	keeping
33241	e04-022-01-01.png	B
33242	e04-022-01-02.png	flat
33243	e04-022-01-03.png	on
33244	e04-022-01-04.png	the
33245	e04-022-01-05.png	chair
33246	e04-022-01-06.png	seat
33247	e04-022-01-07.png	,
33248	e04-022-01-08.png	and
33249	e04-022-01-09.png	mark
33250	e04-022-02-00.png	off
33251	e04-022-02-01.png	the
33252	e04-022-02-02.png	exact
33253	e04-022-02-03.png	position
33254	e04-022-02-04.png	of
33255	e04-022-02-05.png	B
33256	e04-022-02-06.png	on
33257	e04-022-02-07.png	the
33258	e04-022-02-08.png	side
33259	e04-022-03-00.png	pieces
33260	e04-022-03-01.png	.
33261	e04-022-03-02.png	These
33262	e04-022-03-03.png	can
33263	e04-022-03-04.png	then
33264	e04-022-03-05.png	be
33265	e04-022-03-06.png	cut
33266	e04-022-03-07.png	at
33267	e04-022-03-08.png	the
33268	e04-022-03-09.png	correct
33269	e04-022-04-00.png	angle
33270	e04-022-04-01.png	and
33271	e04-022-04-02.png	B
33272	e04-022-04-03.png	is
33273	e04-022-04-04.png	glued
33274	e04-022-04-05.png	and
33275	e04-022-04-06.png	nailed
33276	e04-022-04-07.png	in
33277	e04-022-04-08.png	place
33278	e04-022-04-09.png	.
33279	e04-022-05-00.png	A
33280	e04-022-05-01.png	piece
33281	e04-022-05-02.png	of
33282	e04-022-05-03.png	hardboard
33283	e04-022-05-04.png	is
33284	e04-022-05-05.png	then
33285	e04-022-05-06.png	cut
33286	e04-022-05-07.png	and
33287	e04-022-05-08.png	pinned
33288	e04-022-06-00.png	to
33289	e04-022-06-01.png	the
33290	e04-022-06-02.png	frame
33291	e04-022-06-03.png	and
33292	e04-022-06-04.png	its
33293	e04-022-06-05.png	edges
33294	e04-022-06-06.png	planed
33295	e04-022-06-07.png	off
33296	e04-026-00-00.png	Finally
33297	e04-026-00-01.png	attach
33298	e04-026-00-02.png	the
33299	e04-026-00-03.png	back
33300	e04-026-00-04.png	firmly
33301	e04-026-00-05.png	to
33302	e04-026-00-06.png	the
33303	e04-026-00-07.png	sides
33304	e04-026-00-08.png	with
33305	e04-026-01-00.png	screws
33306	e04-026-01-01.png	driven
33307	e04-026-01-02.png	from
33308	e04-026-01-03.png	the
33309	e04-026-01-04.png	inside
33310	e04-026-01-05.png	.
33311	e04-026-01-06.png	The
33312	e04-026-01-07.png	footrest
33313	e04-026-01-08.png	is
33314	e04-026-01-09.png	a
33315	e04-026-02-00.png	piece
33316	e04-026-02-01.png	of
33317	e04-026-02-02.png	timber
33318	e04-026-02-03.png	14
33319	e04-026-02-04.png	in.
33320	e04-026-02-05.png	long
33321	e04-026-02-06.png	and
33322	e04-026-02-07.png	about
33323	e04-026-02-08.png	1/2
33324	e04-026-02-09.png	in.
33325	e04-026-03-00.png	by
33326	e04-026-03-01.png	4
33327	e04-026-03-02.png	in.
33328	e04-026-03-03.png	attached
33329	e04-026-03-04.png	to
33330	e04-026-03-05.png	the
33331	e04-026-03-06.png	front
33332	e04-026-03-07.png	legs
33333	e04-026-03-08.png	with
33334	e04-026-03-09.png	a
33335	e04-026-03-10.png	pair
33336	e04-026-04-00.png	of
33337	e04-026-04-01.png	angle
33338	e04-026-04-02.png	irons
33339	e04-026-04-03.png	as
33340	e04-026-04-04.png	shown
33341	e04-026-04-05.png	in
33342	e04-026-04-06.png	Fig.
33343	e04-026-04-07.png	5
33344	e04-026-04-08.png	.
33345	e04-026-04-09.png	When
33346	e04-026-04-10.png	determining
33347	e04-026-05-00.png	the
33348	e04-026-05-01.png	position
33349	e04-026-05-02.png	of
33350	e04-026-05-03.png	the
33351	e04-026-05-04.png	footrest
33352	e04-026-05-05.png	,
33353	e04-026-05-06.png	do
33354	e04-026-05-07.png	not
33355	e04-026-05-08.png	place
33356	e04-026-05-09.png	too
33357	e04-026-05-10.png	near
33358	e04-026-06-00.png	the
33359	e04-026-06-01.png	seat
33360	e04-026-06-02.png	to
33361	e04-026-06-03.png	allow
33362	e04-026-06-04.png	for
33363	e04-026-06-05.png	the
33364	e04-026-06-06.png	growth
33365	e04-026-06-07.png	of
33366	e04-026-06-08.png	baby's
33367	e04-026-06-09.png	legs
33368	e04-026-06-10.png	.
33369	e04-030-00-00.png	To
33370	e04-030-00-01.png	complete
33371	e04-030-00-02.png	the
33372	e04-030-00-03.png	job
33373	e04-030-00-04.png	,
33374	e04-030-00-05.png	screw
33375	e04-030-00-06.png	two
33376	e04-030-00-07.png	fittings
33377	e04-030-00-08.png	to
33378	e04-030-00-09.png	the
33379	e04-030-01-00.png	inside
33380	e04-030-01-01.png	of
33381	e04-030-01-02.png	the
33382	e04-030-01-03.png	chair
33383	e04-030-01-04.png	arms
33384	e04-030-01-05.png	about
33385	e04-030-01-06.png	2
33386	e04-030-01-07.png	1/2
33387	e04-030-01-08.png	in.
33388	e04-030-01-09.png	from
33389	e04-030-01-10.png	the
33390	e04-030-02-00.png	back
33391	e04-030-02-01.png	to
33392	e04-030-02-02.png	hold
33393	e04-030-02-03.png	the
33394	e04-030-02-04.png	baby's
33395	e04-030-02-05.png	safety
33396	e04-030-02-06.png	harness
33397	e04-030-02-07.png	.
33398	e04-030-02-08.png	These
33399	e04-030-02-09.png	can
33400	e04-030-02-10.png	be
33401	e04-030-03-00.png	made
33402	e04-030-03-01.png	by
33403	e04-030-03-02.png	shaping
33404	e04-030-03-03.png	and
33405	e04-030-03-04.png	soldering
33406	e04-030-03-05.png	two
33407	e04-030-03-06.png	pieces
33408	e04-030-03-07.png	of
33409	e04-030-03-08.png	stout
33410	e04-030-04-00.png	wire
33411	e04-030-04-01.png	as
33412	e04-030-04-02.png	shown
33413	e04-030-04-03.png	in
33414	e04-030-04-04.png	Fig.
33415	e04-030-04-05.png	6
33416	e04-030-04-06.png	.
33417	e04-030-04-07.png	Make
33418	e04-030-04-08.png	sure
33419	e04-030-04-09.png	that
33420	e04-030-04-10.png	these
33421	e04-030-05-00.png	are
33422	e04-030-05-01.png	well
33423	e04-030-05-02.png	secured
33424	e04-030-05-03.png	as
33425	e04-030-05-04.png	they
33426	e04-030-05-05.png	will
33427	e04-030-05-06.png	have
33428	e04-030-05-07.png	to
33429	e04-030-05-08.png	withstand
33430	e04-030-06-00.png	considerable
33431	e04-030-06-01.png	pulling
33432	e04-030-06-02.png	as
33433	e04-030-06-03.png	the
33434	e04-030-06-04.png	child
33435	e04-030-06-05.png	becomes
33436	e04-030-06-06.png	older
33437	e04-030-06-07.png	.
33438	e04-034-00-00.png	Punch
33439	e04-034-00-01.png	in
33440	e04-034-00-02.png	all
33441	e04-034-00-03.png	nail
33442	e04-034-00-04.png	and
33443	e04-034-00-05.png	panel
33444	e04-034-00-06.png	pin
33445	e04-034-00-07.png	heads
33446	e04-034-00-08.png	and
33447	e04-034-00-09.png	fill
33448	e04-034-00-10.png	the
33449	e04-034-00-11.png	holes
33450	e04-034-01-00.png	with
33451	e04-034-01-01.png	plastic
33452	e04-034-01-02.png	wood
33453	e04-034-01-03.png	.
33454	e04-034-01-04.png	Then
33455	e04-034-01-05.png	thoroughly
33456	e04-034-01-06.png	glasspaper
33457	e04-034-01-07.png	the
33458	e04-034-01-08.png	whole
33459	e04-034-02-00.png	framework
33460	e04-034-02-01.png	and
33461	e04-034-02-02.png	round
33462	e04-034-02-03.png	off
33463	e04-034-02-04.png	any
33464	e04-034-02-05.png	sharp
33465	e04-034-02-06.png	edges
33466	e04-034-02-07.png	(
33467	e04-034-02-08.png	such
33468	e04-034-02-09.png	as
33469	e04-034-02-10.png	the
33470	e04-034-03-00.png	edge
33471	e04-034-03-01.png	of
33472	e04-034-03-02.png	the
33473	e04-034-03-03.png	seat
33474	e04-034-03-04.png	,
33475	e04-034-03-05.png	feeding
33476	e04-034-03-06.png	tray
33477	e04-034-03-07.png	,
33478	e04-034-03-08.png	etc
33479	e04-034-03-09.png	)
33480	e04-034-03-10.png	.
33481	e04-034-03-11.png	Fill
33482	e04-034-03-12.png	the
33483	e04-034-03-13.png	grain
33484	e04-034-03-14.png	with
33485	e04-034-03-15.png	a
33486	e04-034-04-00.png	woodfiller
33487	e04-034-04-01.png	in
33488	e04-034-04-02.png	the
33489	e04-034-04-03.png	usual
33490	e04-034-04-04.png	way
33491	e04-034-04-05.png	and
33492	e04-034-04-06.png	paint
33493	e04-034-04-07.png	the
33494	e04-034-04-08.png	frame
33495	e04-034-04-09.png	in
33496	e04-034-05-00.png	a
33497	e04-034-05-01.png	suitable
33498	e04-034-05-02.png	pastel
33499	e04-034-05-03.png	shade
33500	e04-034-05-04.png	,
33501	e04-034-05-05.png	using
33502	e04-034-05-06.png	a
33503	e04-034-05-07.png	contrasting
33504	e04-034-05-08.png	colour
33505	e04-034-06-00.png	for
33506	e04-034-06-01.png	the
33507	e04-034-06-02.png	seat
33508	e04-034-06-03.png	and
33509	e04-034-06-04.png	the
33510	e04-034-06-05.png	back
33511	e04-034-06-06.png	which
33512	e04-034-06-07.png	can
33513	e04-034-06-08.png	be
33514	e04-034-06-09.png	decorated
33515	e04-034-06-10.png	with
33516	e04-034-07-00.png	a
33517	e04-034-07-01.png	suitable
33518	e04-034-07-02.png	nursery
33519	e04-034-07-03.png	transfer
33520	e04-034-07-04.png	.
33521	e04-038-00-00.png	Avoid
33522	e04-038-00-01.png	using
33523	e04-038-00-02.png	lead-based
33524	e04-038-00-03.png	paint
33525	e04-038-00-04.png	as
33526	e04-038-00-05.png	this
33527	e04-038-00-06.png	could
33528	e04-038-00-07.png	prove
33529	e04-038-00-08.png	poisonous
33530	e04-038-01-00.png	if
33531	e04-038-01-01.png	junior
33532	e04-038-01-02.png	decides
33533	e04-038-01-03.png	to
33534	e04-038-01-04.png	bite
33535	e04-038-01-05.png	the
33536	e04-038-01-06.png	chair
33537	e04-038-01-07.png	.
33538	e04-038-01-08.png	Finally
33539	e04-038-01-09.png	,
33540	e04-038-01-10.png	it
33541	e04-038-01-11.png	is
33542	e04-038-01-12.png	as
33543	e04-038-01-13.png	well
33544	e04-038-02-00.png	to
33545	e04-038-02-01.png	cover
33546	e04-038-02-02.png	the
33547	e04-038-02-03.png	footrest
33548	e04-038-02-04.png	with
33549	e04-038-02-05.png	rubber
33550	e04-038-02-06.png	or
33551	e04-038-02-07.png	any
33552	e04-038-02-08.png	such
33553	e04-038-02-09.png	protective
33554	e04-038-03-00.png	material
33555	e04-038-03-01.png	that
33556	e04-038-03-02.png	might
33557	e04-038-03-03.png	be
33558	e04-038-03-04.png	available
33559	e04-038-03-05.png	as
33560	e04-038-03-06.png	otherwise
33561	e04-038-03-07.png	the
33562	e04-038-04-00.png	paint
33563	e04-038-04-01.png	would
33564	e04-038-04-02.png	soon
33565	e04-038-04-03.png	be
33566	e04-038-04-04.png	scratched
33567	e04-038-04-05.png	off
33568	e04-038-04-06.png	.
33569	e04-038-05-00.png	(
33570	e04-038-05-01.png	J.H.P.
33571	e04-038-05-02.png	)
33572	e04-038-05-03.png	BUILDING
33573	e04-038-05-04.png	your
33574	e04-038-05-05.png	own
33575	e04-038-05-06.png	boat
33576	e04-038-05-07.png	is
33577	e04-038-05-08.png	a
33578	e04-038-05-09.png	most
33579	e04-038-06-00.png	satisfying
33580	e04-038-06-01.png	and
33581	e04-038-06-02.png	worthwhile
33582	e04-038-06-03.png	project
33583	e04-038-06-04.png	.
33584	e04-043-00-00.png	Here
33585	e04-043-00-01.png	are
33586	e04-043-00-02.png	the
33587	e04-043-00-03.png	plans
33588	e04-043-00-04.png	of
33589	e04-043-00-05.png	a
33590	e04-043-00-06.png	very
33591	e04-043-00-07.png	seaworthy
33592	e04-043-00-08.png	little
33593	e04-043-01-00.png	rowing
33594	e04-043-01-01.png	dinghy
33595	e04-043-01-02.png	many
33596	e04-043-01-03.png	of
33597	e04-043-01-04.png	which
33598	e04-043-01-05.png	I
33599	e04-043-01-06.png	have
33600	e04-043-01-07.png	built
33601	e04-043-01-08.png	and
33602	e04-043-02-00.png	sold
33603	e04-043-02-01.png	.
33604	e04-043-02-02.png	It
33605	e04-043-02-03.png	is
33606	e04-043-02-04.png	especially
33607	e04-043-02-05.png	designed
33608	e04-043-02-06.png	for
33609	e04-043-02-07.png	simplicity
33610	e04-043-02-08.png	in
33611	e04-043-03-00.png	construction
33612	e04-043-03-01.png	,
33613	e04-043-03-02.png	cheapness
33614	e04-043-03-03.png	and
33615	e04-043-03-04.png	lightness
33616	e04-043-03-05.png	of
33617	e04-043-03-06.png	weight
33618	e04-043-03-07.png	,
33619	e04-043-04-00.png	and
33620	e04-043-04-01.png	measures
33621	e04-043-04-02.png	approximately
33622	e04-043-04-03.png	8
33623	e04-043-04-04.png	ft.
33624	e04-043-04-05.png	by
33625	e04-043-04-06.png	4
33626	e04-043-04-07.png	ft.
33627	e04-043-04-08.png	She
33628	e04-043-05-00.png	weighs
33629	e04-043-05-01.png	only
33630	e04-043-05-02.png	60
33631	e04-043-05-03.png	lb.
33632	e04-043-05-04.png	but
33633	e04-043-05-05.png	can
33634	e04-043-05-06.png	carry
33635	e04-043-05-07.png	three
33636	e04-043-05-08.png	people
33637	e04-043-06-00.png	and
33638	e04-043-06-01.png	an
33639	e04-043-06-02.png	outboard
33640	e04-043-06-03.png	motor
33641	e04-043-06-04.png	with
33642	e04-043-06-05.png	a
33643	e04-043-06-06.png	comfortable
33644	e04-052-00-00.png	For
33645	e04-052-00-01.png	instance
33646	e04-052-00-02.png	,
33647	e04-052-00-03.png	in
33648	e04-052-00-04.png	Canada
33649	e04-052-00-05.png	we
33650	e04-052-00-06.png	use
33651	e04-052-00-07.png	galvanised
33652	e04-052-00-08.png	nails
33653	e04-052-01-00.png	in
33654	e04-052-01-01.png	place
33655	e04-052-01-02.png	of
33656	e04-052-01-03.png	screws
33657	e04-052-01-04.png	.
33658	e04-052-01-05.png	We
33659	e04-052-01-06.png	just
33660	e04-052-01-07.png	bend
33661	e04-052-01-08.png	them
33662	e04-052-01-09.png	over
33663	e04-052-01-10.png	and
33664	e04-052-01-11.png	clamp
33665	e04-052-02-00.png	firmly
33666	e04-052-02-01.png	by
33667	e04-052-02-02.png	using
33668	e04-052-02-03.png	a
33669	e04-052-02-04.png	hammer
33670	e04-052-02-05.png	on
33671	e04-052-02-06.png	each
33672	e04-052-02-07.png	side
33673	e04-052-02-08.png	.
33674	e04-052-02-09.png	Over
33675	e04-052-02-10.png	here
33676	e04-052-02-11.png	I
33677	e04-052-02-12.png	've
33678	e04-052-03-00.png	always
33679	e04-052-03-01.png	used
33680	e04-052-03-02.png	brass
33681	e04-052-03-03.png	screws
33682	e04-052-03-04.png	,
33683	e04-052-03-05.png	which
33684	e04-052-03-06.png	are
33685	e04-052-03-07.png	more
33686	e04-052-03-08.png	expensive
33687	e04-052-03-09.png	.
33688	e04-052-03-10.png	The
33689	e04-052-03-11.png	first
33690	e04-052-04-00.png	job
33691	e04-052-04-01.png	is
33692	e04-052-04-02.png	to
33693	e04-052-04-03.png	make
33694	e04-052-04-04.png	your
33695	e04-052-04-05.png	moulds
33696	e04-052-04-06.png	.
33697	e04-052-04-07.png	In
33698	e04-052-04-08.png	Fig.
33699	e04-052-04-09.png	1
33700	e04-052-04-10.png	it
33701	e04-052-04-11.png	quotes
33702	e04-052-04-12.png	3/4
33703	e04-052-04-13.png	in.
33704	e04-052-04-14.png	five-ply
33705	e04-052-04-15.png	,
33706	e04-052-05-00.png	but
33707	e04-052-05-01.png	to
33708	e04-052-05-02.png	save
33709	e04-052-05-03.png	money
33710	e04-052-05-04.png	any
33711	e04-052-05-05.png	scrap
33712	e04-052-05-06.png	may
33713	e04-052-05-07.png	be
33714	e04-052-05-08.png	used
33715	e04-052-05-09.png	,
33716	e04-052-05-10.png	and
33717	e04-052-05-11.png	if
33718	e04-052-05-12.png	this
33719	e04-052-06-00.png	is
33720	e04-052-06-01.png	nailed
33721	e04-052-06-02.png	and
33722	e04-052-06-03.png	glued
33723	e04-052-06-04.png	together
33724	e04-052-06-05.png	strongly
33725	e04-052-06-06.png	,
33726	e04-052-06-07.png	it
33727	e04-052-06-08.png	may
33728	e04-052-06-09.png	be
33729	e04-052-06-10.png	marked
33730	e04-058-00-00.png	If
33731	e04-058-00-01.png	you
33732	e04-058-00-02.png	do
33733	e04-058-00-03.png	not
33734	e04-058-00-04.png	have
33735	e04-058-00-05.png	a
33736	e04-058-00-06.png	wooden
33737	e04-058-00-07.png	floor
33738	e04-058-00-08.png	on
33739	e04-058-00-09.png	which
33740	e04-058-00-10.png	to
33741	e04-058-00-11.png	anchor
33742	e04-058-01-00.png	the
33743	e04-058-01-01.png	moulds
33744	e04-058-01-02.png	,
33745	e04-058-01-03.png	make
33746	e04-058-01-04.png	a
33747	e04-058-01-05.png	frame
33748	e04-058-01-06.png	of
33749	e04-058-01-07.png	rough
33750	e04-058-01-08.png	lumber
33751	e04-058-01-09.png	as
33752	e04-058-01-10.png	shown
33753	e04-058-01-11.png	in
33754	e04-058-02-00.png	Fig.
33755	e04-058-02-01.png	2
33756	e04-058-02-02.png	.
33757	e04-058-02-03.png	The
33758	e04-058-02-04.png	main
33759	e04-058-02-05.png	idea
33760	e04-058-02-06.png	is
33761	e04-058-02-07.png	to
33762	e04-058-02-08.png	have
33763	e04-058-02-09.png	the
33764	e04-058-02-10.png	moulds
33765	e04-058-02-11.png	standing
33766	e04-058-02-12.png	as
33767	e04-058-03-00.png	rigid
33768	e04-058-03-01.png	as
33769	e04-058-03-02.png	possible
33770	e04-058-03-03.png	,
33771	e04-058-03-04.png	for
33772	e04-058-03-05.png	it
33773	e04-058-03-06.png	is
33774	e04-058-03-07.png	on
33775	e04-058-03-08.png	these
33776	e04-058-03-09.png	you
33777	e04-058-03-10.png	will
33778	e04-058-03-11.png	be
33779	e04-058-03-12.png	building
33780	e04-058-04-00.png	and
33781	e04-058-04-01.png	shaping
33782	e04-058-04-02.png	your
33783	e04-058-04-03.png	little
33784	e04-058-04-04.png	craft
33785	e04-058-04-05.png	,
33786	e04-058-04-06.png	upside-down
33787	e04-058-04-07.png	.
33788	e04-058-04-08.png	For
33789	e04-058-04-09.png	cheapness
33790	e04-058-05-00.png	I
33791	e04-058-05-01.png	recommend
33792	e04-058-05-02.png	using
33793	e04-058-05-03.png	Douglas
33794	e04-058-05-04.png	Fir
33795	e04-058-05-05.png	Plywood
33796	e04-058-05-06.png	from
33797	e04-058-05-07.png	British
33798	e04-062-00-00.png	This
33799	e04-062-00-01.png	is
33800	e04-062-00-02.png	hot
33801	e04-062-00-03.png	pressed
33802	e04-062-00-04.png	and
33803	e04-062-00-05.png	resin
33804	e04-062-00-06.png	bonded
33805	e04-062-00-07.png	to
33806	e04-062-00-08.png	ensure
33807	e04-062-01-00.png	a
33808	e04-062-01-01.png	permanently
33809	e04-062-01-02.png	water
33810	e04-062-01-03.png	proof
33811	e04-062-01-04.png	glue
33812	e04-062-01-05.png	line
33813	e04-062-01-06.png	.
33814	e04-062-01-07.png	Be
33815	e04-062-01-08.png	sure
33816	e04-062-01-09.png	to
33817	e04-062-02-00.png	see
33818	e04-062-02-01.png	that
33819	e04-062-02-02.png	the
33820	e04-062-02-03.png	edge
33821	e04-062-02-04.png	bears
33822	e04-062-02-05.png	the
33823	e04-062-02-06.png	mark
33824	e04-062-02-07.png	,
33825	e04-062-02-08.png	P.M.B.C.
33826	e04-062-02-09.png	Exterior
33827	e04-062-02-10.png	.
33828	e04-062-03-00.png	This
33829	e04-062-03-01.png	may
33830	e04-062-03-02.png	be
33831	e04-062-03-03.png	bought
33832	e04-062-03-04.png	at
33833	e04-062-03-05.png	any
33834	e04-062-03-06.png	good
33835	e04-062-03-07.png	timber
33836	e04-062-03-08.png	merchants
33837	e04-062-03-09.png	.
33838	e04-062-04-00.png	The
33839	e04-062-04-01.png	transoms
33840	e04-062-04-02.png	can
33841	e04-062-04-03.png	be
33842	e04-062-04-04.png	made
33843	e04-062-04-05.png	of
33844	e04-062-04-06.png	any
33845	e04-062-04-07.png	sound
33846	e04-062-04-08.png	five-ply
33847	e04-062-05-00.png	wood
33848	e04-062-05-01.png	of
33849	e04-062-05-02.png	the
33850	e04-062-05-03.png	same
33851	e04-062-05-04.png	make
33852	e04-062-05-05.png	,
33853	e04-062-05-06.png	or
33854	e04-062-05-07.png	oak
33855	e04-062-05-08.png	or
33856	e04-062-05-09.png	mahogany
33857	e04-062-05-10.png	.
33858	e04-062-05-11.png	For
33859	e04-062-05-12.png	the
33860	e04-062-06-00.png	last
33861	e04-062-06-01.png	one
33862	e04-062-06-02.png	I
33863	e04-062-06-03.png	made
33864	e04-062-06-04.png	,
33865	e04-062-06-05.png	I
33866	e04-062-06-06.png	used
33867	e04-062-06-07.png	the
33868	e04-062-06-08.png	two
33869	e04-062-06-09.png	flaps
33870	e04-062-06-10.png	from
33871	e04-062-06-11.png	an
33872	e04-062-06-12.png	old
33873	e04-062-07-00.png	mahogany
33874	e04-062-07-01.png	table
33875	e04-062-07-02.png	which
33876	e04-062-07-03.png	I
33877	e04-062-07-04.png	bought
33878	e04-062-07-05.png	at
33879	e04-062-07-06.png	a
33880	e04-062-07-07.png	sale
33881	e04-062-07-08.png	for
33882	e04-062-07-09.png	one
33883	e04-068-00-00.png	I
33884	e04-068-00-01.png	have
33885	e04-068-00-02.png	also
33886	e04-068-00-03.png	included
33887	e04-068-00-04.png	a
33888	e04-068-00-05.png	sketch
33889	e04-068-00-06.png	of
33890	e04-068-00-07.png	paddles
33891	e04-068-00-08.png	I
33892	e04-068-00-09.png	make
33893	e04-068-00-10.png	for
33894	e04-068-01-00.png	rowing
33895	e04-068-01-01.png	this
33896	e04-068-01-02.png	dinghy
33897	e04-068-01-03.png	(
33898	e04-068-01-04.png	Fig.
33899	e04-068-01-05.png	3
33900	e04-068-01-06.png	)
33901	e04-068-01-07.png	.
33902	e04-068-01-08.png	They
33903	e04-068-01-09.png	are
33904	e04-068-01-10.png	very
33905	e04-068-01-11.png	simple
33906	e04-068-01-12.png	,
33907	e04-068-01-13.png	cheap
33908	e04-068-02-00.png	and
33909	e04-068-02-01.png	easy
33910	e04-068-02-02.png	to
33911	e04-068-02-03.png	make
33912	e04-068-02-04.png	.
33913	e04-068-02-05.png	As
33914	e04-068-02-06.png	will
33915	e04-068-02-07.png	be
33916	e04-068-02-08.png	seen
33917	e04-068-02-09.png	from
33918	e04-068-02-10.png	the
33919	e04-068-02-11.png	plan
33920	e04-068-03-00.png	there
33921	e04-068-03-01.png	is
33922	e04-068-03-02.png	only
33923	e04-068-03-03.png	a
33924	e04-068-03-04.png	single
33925	e04-068-03-05.png	gunwale
33926	e04-068-03-06.png	on
33927	e04-068-03-07.png	the
33928	e04-068-03-08.png	outside
33929	e04-068-03-09.png	.
33930	e04-068-04-00.png	I
33931	e04-068-04-01.png	find
33932	e04-068-04-02.png	that
33933	e04-068-04-03.png	the
33934	e04-068-04-04.png	type
33935	e04-068-04-05.png	of
33936	e04-068-04-06.png	rowlock
33937	e04-068-04-07.png	we
33938	e04-068-04-08.png	use
33939	e04-068-04-09.png	in
33940	e04-068-04-10.png	Canada
33941	e04-068-05-00.png	is
33942	e04-068-05-01.png	difficult
33943	e04-068-05-02.png	to
33944	e04-068-05-03.png	obtain
33945	e04-068-05-04.png	here
33946	e04-068-05-05.png	and
33947	e04-068-05-06.png	expensive
33948	e04-068-05-07.png	.
33949	e04-068-05-08.png	I
33950	e04-068-05-09.png	overcome
33951	e04-068-06-00.png	this
33952	e04-068-06-01.png	in
33953	e04-068-06-02.png	another
33954	e04-068-06-03.png	way
33955	e04-068-06-04.png	as
33956	e04-068-06-05.png	shown
33957	e04-068-06-06.png	in
33958	e04-068-06-07.png	Fig.
33959	e04-068-06-08.png	4
33960	e04-068-06-09.png	.
33961	e04-079-00-00.png	Cut
33962	e04-079-00-01.png	the
33963	e04-079-00-02.png	moulds
33964	e04-079-00-03.png	and
33965	e04-079-00-04.png	the
33966	e04-079-01-00.png	transoms
33967	e04-079-01-01.png	to
33968	e04-079-01-02.png	shape
33969	e04-079-01-03.png	as
33970	e04-079-01-04.png	in
